Unnamed: 0,host,phage,label,k3dist,k6dist,GCdiff,Homology,pairs,data,host_strain,genus,source
25.0,staphylococcus_vitulinus,PG-2021_10,1,0.504972102634873,0.35803704023547,-1.91162888888903,0.0,Staphylococcus_vitulinus:PG-2021_10,StaphStudy,staphylococcus_vitulinus,staphylococcus_vitulinus,original
26.0,staphylococcus_warneri,PG-2021_10,1,0.538777446834807,0.374801693804445,-1.96363478509794,0.0,Staphylococcus_warneri:PG-2021_10,StaphStudy,staphylococcus_warneri,staphylococcus_warneri,original
27.0,staphylococcus_xylosus,PG-2021_10,1,0.53320724520554,0.377680816420858,-2.10657250893368,0.0,Staphylococcus_xylosus:PG-2021_10,StaphStudy,staphylococcus_xylosus,staphylococcus_xylosus,original
28.0,staphylococcus_arlettae,PG-2021_12,0,0.593626717875691,0.456515396649036,-2.18269297548401,0.0,Staphylococcus_arlettae:PG-2021_12,StaphStudy,staphylococcus_arlettae,staphylococcus_arlettae,original
29.0,staphylococcus_aureus,PG-2021_12,1,0.665765883994222,0.496446339345106,-1.53027313122672,0.0,Staphylococcus_aureus:PG-2021_12,StaphStudy,staphylococcus_aureus,staphylococcus_aureus,original
30.0,staphylococcus_auricularis,PG-2021_12,0,0.739824669864936,0.554747446334501,-6.0496255254581,0.0,Staphylococcus_auricularis:PG-2021_12,StaphStudy,staphylococcus_auricularis,staphylococcus_auricularis,original
31.0,staphylococcus_capitis,PG-2021_12,0,0.575066042663402,0.434215597247158,-1.59727881600757,0.0,Staphylococcus_capitis:PG-2021_12,StaphStudy,staphylococcus_capitis,staphylococcus_capitis,original
32.0,staphylococcus_caprae,PG-2021_12,0,0.657218199314309,0.482380849550544,-2.29042421984372,0.0,Staphylococcus_caprae:PG-2021_12,StaphStudy,staphylococcus_caprae,staphylococcus_caprae,original
33.0,staphylococcus_chromogenes,PG-2021_12,1,0.730758477087504,0.565458367291782,-5.56248565845971,0.0,Staphylococcus_chromogenes:PG-2021_12,StaphStudy,staphylococcus_chromogenes,staphylococcus_chromogenes,original
34.0,staphylococcus_cohnii,PG-2021_12,1,0.620764629024184,0.479713928846957,-1.36407559890103,0.0,Staphylococcus_cohnii:PG-2021_12,StaphStudy,staphylococcus_cohnii,staphylococcus_cohnii,original
35.0,staphylococcus_epidermidis,PG-2021_12,0,0.607356415848923,0.457037489777689,-0.765872570449009,0.0,Staphylococcus_epidermidis:PG-2021_12,StaphStudy,staphylococcus_epidermidis,staphylococcus_epidermidis,original
36.0,staphylococcus_equorum,PG-2021_12,1,0.623788729955677,0.477243931684849,-1.79325381465069,0.0,Staphylococcus_equorum:PG-2021_12,StaphStudy,staphylococcus_equorum,staphylococcus_equorum,original
37.0,staphylococcus_fleuretti,PG-2021_12,1,0.553377011863745,0.431082110800762,-0.153648644476903,0.0,Staphylococcus_fleuretti:PG-2021_12,StaphStudy,staphylococcus_fleuretti,staphylococcus_fleuretti,original
38.0,staphylococcus_haemolyticus,PG-2021_12,0,0.617205374173872,0.451877860825962,-1.46328779689924,0.0,Staphylococcus_haemolyticus:PG-2021_12,StaphStudy,staphylococcus_haemolyticus,staphylococcus_haemolyticus,original
39.0,staphylococcus_hominis,PG-2021_12,0,0.615316372775348,0.460502071603097,-0.320950724467945,0.0,Staphylococcus_hominis:PG-2021_12,StaphStudy,staphylococcus_hominis,staphylococcus_hominis,original
40.0,staphylococcus_hyicus,PG-2021_12,0,0.705515105936829,0.543182571311285,-4.24861316980921,0.0,Staphylococcus_hyicus:PG-2021_12,StaphStudy,staphylococcus_hyicus,staphylococcus_hyicus,original
41.0,staphylococcus_kloosii,PG-2021_12,1,0.608705567698752,0.451191250360719,-1.75335077523077,0.0,Staphylococcus_kloosii:PG-2021_12,StaphStudy,staphylococcus_kloosii,staphylococcus_kloosii,original
42.0,staphylococcus_lentus,PG-2021_12,0,0.557080193861793,0.428626048750913,-0.567735948608561,0.0,Staphylococcus_lentus:PG-2021_12,StaphStudy,staphylococcus_lentus,staphylococcus_lentus,original
43.0,staphylococcus_lugdunensis,PG-2021_12,0,0.646113878914198,0.48717756276684,-2.41650556729728,0.0,Staphylococcus_lugdunensis:PG-2021_12,StaphStudy,staphylococcus_lugdunensis,staphylococcus_lugdunensis,original
44.0,staphylococcus_nepalensis,PG-2021_12,0,0.625500927968479,0.48898749482626,-1.78537697763219,0.0,Staphylococcus_nepalensis:PG-2021_12,StaphStudy,staphylococcus_nepalensis,staphylococcus_nepalensis,original
45.0,staphylococcus_pasteuri,PG-2021_12,0,0.601857335640693,0.445131820169445,-1.3781831201685,0.0,Staphylococcus_pasteuri:PG-2021_12,StaphStudy,staphylococcus_pasteuri,staphylococcus_pasteuri,original
46.0,staphylococcus_pettenkoferi,PG-2021_12,0,0.732523726780033,0.53868558590459,-7.80644208740999,0.0,Staphylococcus_pettenkoferi:PG-2021_12,StaphStudy,staphylococcus_pettenkoferi,staphylococcus_pettenkoferi,original
47.0,staphylococcus_pseudintermedius,PG-2021_12,0,0.758595760687724,0.581922621403968,-6.30225087371089,0.0,Staphylococcus_pseudintermedius:PG-2021_12,StaphStudy,staphylococcus_pseudintermedius,staphylococcus_pseudintermedius,original
48.0,staphylococcus_saprophyticus,PG-2021_12,0,0.632344035297328,0.477650765071201,-1.89942923240486,0.0,Staphylococcus_saprophyticus:PG-2021_12,StaphStudy,staphylococcus_saprophyticus,staphylococcus_saprophyticus,original
49.0,staphylococcus_schleiferi,PG-2021_12,0,0.726002619434518,0.555841869927017,-4.6984700135272,0.0,Staphylococcus_schleiferi:PG-2021_12,StaphStudy,staphylococcus_schleiferi,staphylococcus_schleiferi,original
50.0,staphylococcus_sciuri,PG-2021_12,1,0.606374692087946,0.449959237201004,-1.29269166177312,0.0,Staphylococcus_sciuri:PG-2021_12,StaphStudy,staphylococcus_sciuri,staphylococcus_sciuri,original
51.0,staphylococcus_succinus,PG-2021_12,0,0.598182176826293,0.462039589784765,-1.75352659104258,0.0,Staphylococcus_succinus:PG-2021_12,StaphStudy,staphylococcus_succinus,staphylococcus_succinus,original
52.0,staphylococcus_vitulinus,PG-2021_12,1,0.624957675883441,0.457927649914733,-1.35220820185941,0.0,Staphylococcus_vitulinus:PG-2021_12,StaphStudy,staphylococcus_vitulinus,staphylococcus_vitulinus,original
53.0,staphylococcus_warneri,PG-2021_12,0,0.594641662133087,0.437868010075656,-1.40421409806832,0.0,Staphylococcus_warneri:PG-2021_12,StaphStudy,staphylococcus_warneri,staphylococcus_warneri,original
54.0,staphylococcus_xylosus,PG-2021_12,1,0.586049431753252,0.450081157873516,-1.54715182190406,0.0,Staphylococcus_xylosus:PG-2021_12,StaphStudy,staphylococcus_xylosus,staphylococcus_xylosus,original
55.0,staphylococcus_arlettae,PG-2021_14,0,0.600772566213965,0.462389973505708,-2.18316627272243,0.0,Staphylococcus_arlettae:PG-2021_14,StaphStudy,staphylococcus_arlettae,staphylococcus_arlettae,original
56.0,staphylococcus_aureus,PG-2021_14,1,0.669991142648582,0.498664784468661,-1.53074642846514,0.0,Staphylococcus_aureus:PG-2021_14,StaphStudy,staphylococcus_aureus,staphylococcus_aureus,original
57.0,staphylococcus_auricularis,PG-2021_14,0,0.73903935094497,0.556125642537485,-6.05009882269652,0.0,Staphylococcus_auricularis:PG-2021_14,StaphStudy,staphylococcus_auricularis,staphylococcus_auricularis,original
58.0,staphylococcus_capitis,PG-2021_14,0,0.591113090475812,0.447185373232365,-1.59775211324598,0.0,Staphylococcus_capitis:PG-2021_14,StaphStudy,staphylococcus_capitis,staphylococcus_capitis,original
59.0,staphylococcus_caprae,PG-2021_14,0,0.670598280088514,0.492396462840664,-2.29089751708213,0.0,Staphylococcus_caprae:PG-2021_14,StaphStudy,staphylococcus_caprae,staphylococcus_caprae,original
60.0,staphylococcus_chromogenes,PG-2021_14,1,0.736046470362957,0.56933454565345,-5.56295895569813,0.0,Staphylococcus_chromogenes:PG-2021_14,StaphStudy,staphylococcus_chromogenes,staphylococcus_chromogenes,original
61.0,staphylococcus_cohnii,PG-2021_14,1,0.620637578539588,0.480415013167634,-1.36454889613944,0.0,Staphylococcus_cohnii:PG-2021_14,StaphStudy,staphylococcus_cohnii,staphylococcus_cohnii,original
62.0,staphylococcus_epidermidis,PG-2021_14,0,0.600253003803455,0.448854646797913,-0.766345867687424,0.0,Staphylococcus_epidermidis:PG-2021_14,StaphStudy,staphylococcus_epidermidis,staphylococcus_epidermidis,original
63.0,staphylococcus_equorum,PG-2021_14,1,0.628433178733836,0.480608641100146,-1.7937271118891,0.0,Staphylococcus_equorum:PG-2021_14,StaphStudy,staphylococcus_equorum,staphylococcus_equorum,original
64.0,staphylococcus_fleuretti,PG-2021_14,1,0.551822381538659,0.42799686391652,-0.154121941715317,0.0,Staphylococcus_fleuretti:PG-2021_14,StaphStudy,staphylococcus_fleuretti,staphylococcus_fleuretti,original
65.0,staphylococcus_haemolyticus,PG-2021_14,0,0.620306362019833,0.457922001838449,-1.46376109413766,0.0,Staphylococcus_haemolyticus:PG-2021_14,StaphStudy,staphylococcus_haemolyticus,staphylococcus_haemolyticus,original
66.0,staphylococcus_hominis,PG-2021_14,0,0.620261378883749,0.464878552133886,-0.32142402170636,0.0,Staphylococcus_hominis:PG-2021_14,StaphStudy,staphylococcus_hominis,staphylococcus_hominis,original
67.0,staphylococcus_hyicus,PG-2021_14,0,0.709605754684483,0.546161656894894,-4.24908646704763,0.0,Staphylococcus_hyicus:PG-2021_14,StaphStudy,staphylococcus_hyicus,staphylococcus_hyicus,original
68.0,staphylococcus_kloosii,PG-2021_14,1,0.617638130991388,0.458145573825394,-1.75382407246918,0.0,Staphylococcus_kloosii:PG-2021_14,StaphStudy,staphylococcus_kloosii,staphylococcus_kloosii,original
69.0,staphylococcus_lentus,PG-2021_14,1,0.554122785364734,0.42564651188721,-0.568209245846976,0.0,Staphylococcus_lentus:PG-2021_14,StaphStudy,staphylococcus_lentus,staphylococcus_lentus,original
70.0,staphylococcus_lugdunensis,PG-2021_14,0,0.648811849547293,0.489120650965198,-2.4169788645357,0.0,Staphylococcus_lugdunensis:PG-2021_14,StaphStudy,staphylococcus_lugdunensis,staphylococcus_lugdunensis,original
71.0,staphylococcus_nepalensis,PG-2021_14,0,0.630092025336703,0.492112709336986,-1.7858502748706,0.0,Staphylococcus_nepalensis:PG-2021_14,StaphStudy,staphylococcus_nepalensis,staphylococcus_nepalensis,original
72.0,staphylococcus_pasteuri,PG-2021_14,0,0.594506534812897,0.43648486973372,-1.37865641740692,0.0,Staphylococcus_pasteuri:PG-2021_14,StaphStudy,staphylococcus_pasteuri,staphylococcus_pasteuri,original
73.0,staphylococcus_pettenkoferi,PG-2021_14,0,0.728506749959068,0.533819576981204,-7.80691538464841,0.0,Staphylococcus_pettenkoferi:PG-2021_14,StaphStudy,staphylococcus_pettenkoferi,staphylococcus_pettenkoferi,original
74.0,staphylococcus_pseudintermedius,PG-2021_14,0,0.764725205535887,0.586835725347488,-6.3027241709493,0.0,Staphylococcus_pseudintermedius:PG-2021_14,StaphStudy,staphylococcus_pseudintermedius,staphylococcus_pseudintermedius,original
75.0,staphylococcus_saprophyticus,PG-2021_14,0,0.637886460170414,0.483966470428293,-1.89990252964327,0.0,Staphylococcus_saprophyticus:PG-2021_14,StaphStudy,staphylococcus_saprophyticus,staphylococcus_saprophyticus,original
76.0,staphylococcus_schleiferi,PG-2021_14,0,0.735593068904894,0.563650093083459,-4.69894331076562,0.0,Staphylococcus_schleiferi:PG-2021_14,StaphStudy,staphylococcus_schleiferi,staphylococcus_schleiferi,original
77.0,staphylococcus_sciuri,PG-2021_14,1,0.610244978992946,0.452753333778999,-1.29316495901153,0.0,Staphylococcus_sciuri:PG-2021_14,StaphStudy,staphylococcus_sciuri,staphylococcus_sciuri,original
78.0,staphylococcus_succinus,PG-2021_14,0,0.606879847226824,0.466861525325319,-1.75399988828099,0.0,Staphylococcus_succinus:PG-2021_14,StaphStudy,staphylococcus_succinus,staphylococcus_succinus,original
79.0,staphylococcus_vitulinus,PG-2021_14,1,0.624360868892339,0.457803995570919,-1.35268149909782,0.0,Staphylococcus_vitulinus:PG-2021_14,StaphStudy,staphylococcus_vitulinus,staphylococcus_vitulinus,original
80.0,staphylococcus_warneri,PG-2021_14,0,0.598278556955414,0.443310587905943,-1.40468739530673,0.0,Staphylococcus_warneri:PG-2021_14,StaphStudy,staphylococcus_warneri,staphylococcus_warneri,original
81.0,staphylococcus_xylosus,PG-2021_14,1,0.593010641726732,0.455860602117426,-1.54762511914248,0.0,Staphylococcus_xylosus:PG-2021_14,StaphStudy,staphylococcus_xylosus,staphylococcus_xylosus,original
82.0,staphylococcus_arlettae,PG-2021_15,0,0.593205561374894,0.455904751146998,-2.18523395485076,0.0,Staphylococcus_arlettae:PG-2021_15,StaphStudy,staphylococcus_arlettae,staphylococcus_arlettae,original
83.0,staphylococcus_aureus,PG-2021_15,1,0.6652600685549,0.49582155477183,-1.53281411059347,0.0,Staphylococcus_aureus:PG-2021_15,StaphStudy,staphylococcus_aureus,staphylococcus_aureus,original
84.0,staphylococcus_auricularis,PG-2021_15,0,0.739368981676468,0.554122487430422,-6.05216650482485,0.0,Staphylococcus_auricularis:PG-2021_15,StaphStudy,staphylococcus_auricularis,staphylococcus_auricularis,original
85.0,staphylococcus_capitis,PG-2021_15,1,0.574535948101797,0.433517992048818,-1.59981979537432,0.0,Staphylococcus_capitis:PG-2021_15,StaphStudy,staphylococcus_capitis,staphylococcus_capitis,original
86.0,staphylococcus_caprae,PG-2021_15,0,0.656695423769757,0.481698822628187,-2.29296519921046,0.0,Staphylococcus_caprae:PG-2021_15,StaphStudy,staphylococcus_caprae,staphylococcus_caprae,original
87.0,staphylococcus_chromogenes,PG-2021_15,1,0.73048061101709,0.564924356688444,-5.56502663782646,0.0,Staphylococcus_chromogenes:PG-2021_15,StaphStudy,staphylococcus_chromogenes,staphylococcus_chromogenes,original
88.0,staphylococcus_cohnii,PG-2021_15,0,0.620248697370819,0.479042566155883,-1.36661657826777,0.0,Staphylococcus_cohnii:PG-2021_15,StaphStudy,staphylococcus_cohnii,staphylococcus_cohnii,original
89.0,staphylococcus_epidermidis,PG-2021_15,1,0.606815976215962,0.456353153250881,-0.768413549815754,0.0,Staphylococcus_epidermidis:PG-2021_15,StaphStudy,staphylococcus_epidermidis,staphylococcus_epidermidis,original
90.0,staphylococcus_equorum,PG-2021_15,1,0.623225533374054,0.476526332477904,-1.79579479401743,0.0,Staphylococcus_equorum:PG-2021_15,StaphStudy,staphylococcus_equorum,staphylococcus_equorum,original
91.0,staphylococcus_fleuretti,PG-2021_15,0,0.552726341291475,0.430229321394621,-0.156189623843648,0.0,Staphylococcus_fleuretti:PG-2021_15,StaphStudy,staphylococcus_fleuretti,staphylococcus_fleuretti,original
92.0,staphylococcus_haemolyticus,PG-2021_15,0,0.616634618639582,0.451126907222418,-1.46582877626599,0.0,Staphylococcus_haemolyticus:PG-2021_15,StaphStudy,staphylococcus_haemolyticus,staphylococcus_haemolyticus,original
93.0,staphylococcus_hominis,PG-2021_15,0,0.614784606569783,0.459796013794918,-0.323491703834691,0.0,Staphylococcus_hominis:PG-2021_15,StaphStudy,staphylococcus_hominis,staphylococcus_hominis,original
94.0,staphylococcus_hyicus,PG-2021_15,1,0.70520167952932,0.542704736893253,-4.25115414917596,0.0,Staphylococcus_hyicus:PG-2021_15,StaphStudy,staphylococcus_hyicus,staphylococcus_hyicus,original
95.0,staphylococcus_kloosii,PG-2021_15,0,0.608170006946935,0.450408433121124,-1.75589175459751,0.0,Staphylococcus_kloosii:PG-2021_15,StaphStudy,staphylococcus_kloosii,staphylococcus_kloosii,original
96.0,staphylococcus_lentus,PG-2021_15,0,0.556380412163467,0.427761006142443,-0.570276927975307,0.0,Staphylococcus_lentus:PG-2021_15,StaphStudy,staphylococcus_lentus,staphylococcus_lentus,original
97.0,staphylococcus_lugdunensis,PG-2021_15,1,0.645491459345572,0.486420703047668,-2.41904654666403,0.0,Staphylococcus_lugdunensis:PG-2021_15,StaphStudy,staphylococcus_lugdunensis,staphylococcus_lugdunensis,original
98.0,staphylococcus_nepalensis,PG-2021_15,0,0.624957082831847,0.488287349161038,-1.78791795699893,0.0,Staphylococcus_nepalensis:PG-2021_15,StaphStudy,staphylococcus_nepalensis,staphylococcus_nepalensis,original
99.0,staphylococcus_pasteuri,PG-2021_15,0,0.601229400396829,0.444444456035526,-1.38072409953525,0.0,Staphylococcus_pasteuri:PG-2021_15,StaphStudy,staphylococcus_pasteuri,staphylococcus_pasteuri,original
100.0,staphylococcus_pettenkoferi,PG-2021_15,0,0.731950914998984,0.537958764393539,-7.80898306677674,0.0,Staphylococcus_pettenkoferi:PG-2021_15,StaphStudy,staphylococcus_pettenkoferi,staphylococcus_pettenkoferi,original
101.0,staphylococcus_pseudintermedius,PG-2021_15,0,0.758334310437426,0.581434987206286,-6.30479185307763,0.0,Staphylococcus_pseudintermedius:PG-2021_15,StaphStudy,staphylococcus_pseudintermedius,staphylococcus_pseudintermedius,original
102.0,staphylococcus_saprophyticus,PG-2021_15,0,0.631774038188373,0.476945748078159,-1.90197021177161,0.0,Staphylococcus_saprophyticus:PG-2021_15,StaphStudy,staphylococcus_saprophyticus,staphylococcus_saprophyticus,original
103.0,staphylococcus_schleiferi,PG-2021_15,1,0.725627570652892,0.55521927105429,-4.70101099289395,0.0,Staphylococcus_schleiferi:PG-2021_15,StaphStudy,staphylococcus_schleiferi,staphylococcus_schleiferi,original
104.0,staphylococcus_sciuri,PG-2021_15,0,0.605650756155719,0.449062601122748,-1.29523264113986,0.0,Staphylococcus_sciuri:PG-2021_15,StaphStudy,staphylococcus_sciuri,staphylococcus_sciuri,original
105.0,staphylococcus_succinus,PG-2021_15,1,0.597610688091291,0.461343073292259,-1.75606757040932,0.0,Staphylococcus_succinus:PG-2021_15,StaphStudy,staphylococcus_succinus,staphylococcus_succinus,original
106.0,staphylococcus_vitulinus,PG-2021_15,1,0.624207822807509,0.456977210573233,-1.35474918122615,0.0,Staphylococcus_vitulinus:PG-2021_15,StaphStudy,staphylococcus_vitulinus,staphylococcus_vitulinus,original
107.0,staphylococcus_warneri,PG-2021_15,0,0.594055658143994,0.437196377328835,-1.40675507743507,0.0,Staphylococcus_warneri:PG-2021_15,StaphStudy,staphylococcus_warneri,staphylococcus_warneri,original
108.0,staphylococcus_xylosus,PG-2021_15,1,0.585491757044772,0.449377583971895,-1.54969280127081,0.0,Staphylococcus_xylosus:PG-2021_15,StaphStudy,staphylococcus_xylosus,staphylococcus_xylosus,original
109.0,staphylococcus_arlettae,PG-2021_16,0,0.589071975984653,0.412926654444235,-2.71544129408141,0.0,Staphylococcus_arlettae:PG-2021_16,StaphStudy,staphylococcus_arlettae,staphylococcus_arlettae,original
110.0,staphylococcus_aureus,PG-2021_16,1,0.628735424424635,0.445234483824356,-2.06302144982412,0.0,Staphylococcus_aureus:PG-2021_16,StaphStudy,staphylococcus_aureus,staphylococcus_aureus,original
111.0,staphylococcus_auricularis,PG-2021_16,0,0.695468093952251,0.490730201643937,-6.5823738440555,0.0,Staphylococcus_auricularis:PG-2021_16,StaphStudy,staphylococcus_auricularis,staphylococcus_auricularis,original
112.0,staphylococcus_capitis,PG-2021_16,1,0.476098012811158,0.349133373926928,-2.13002713460497,0.0,Staphylococcus_capitis:PG-2021_16,StaphStudy,staphylococcus_capitis,staphylococcus_capitis,original
113.0,staphylococcus_caprae,PG-2021_16,0,0.569528585522985,0.398469190411385,-2.82317253844112,0.0,Staphylococcus_caprae:PG-2021_16,StaphStudy,staphylococcus_caprae,staphylococcus_caprae,original
114.0,staphylococcus_chromogenes,PG-2021_16,1,0.699908071213082,0.507876157754212,-6.09523397705711,0.0,Staphylococcus_chromogenes:PG-2021_16,StaphStudy,staphylococcus_chromogenes,staphylococcus_chromogenes,original
115.0,staphylococcus_cohnii,PG-2021_16,1,0.574086631066216,0.415209647416634,-1.89682391749843,0.0,Staphylococcus_cohnii:PG-2021_16,StaphStudy,staphylococcus_cohnii,staphylococcus_cohnii,original
116.0,staphylococcus_epidermidis,PG-2021_16,1,0.508452248037979,0.36374861322271,-1.29862088904641,0.0,Staphylococcus_epidermidis:PG-2021_16,StaphStudy,staphylococcus_epidermidis,staphylococcus_epidermidis,original
117.0,staphylococcus_equorum,PG-2021_16,1,0.566820313188486,0.40185844774925,-2.32600213324809,0.0,Staphylococcus_equorum:PG-2021_16,StaphStudy,staphylococcus_equorum,staphylococcus_equorum,original
118.0,staphylococcus_fleuretti,PG-2021_16,0,0.418936994830866,0.320385085339467,-0.686396963074301,0.0,Staphylococcus_fleuretti:PG-2021_16,StaphStudy,staphylococcus_fleuretti,staphylococcus_fleuretti,original
119.0,staphylococcus_haemolyticus,PG-2021_16,0,0.551533529712883,0.388161854832401,-1.99603611549664,0.0,Staphylococcus_haemolyticus:PG-2021_16,StaphStudy,staphylococcus_haemolyticus,staphylococcus_haemolyticus,original
120.0,staphylococcus_hominis,PG-2021_16,0,0.523751755130542,0.368724205391834,-0.853699043065344,0.0,Staphylococcus_hominis:PG-2021_16,StaphStudy,staphylococcus_hominis,staphylococcus_hominis,original
121.0,staphylococcus_hyicus,PG-2021_16,0,0.707511477752846,0.506839827872952,-4.78136148840661,0.0,Staphylococcus_hyicus:PG-2021_16,StaphStudy,staphylococcus_hyicus,staphylococcus_hyicus,original
122.0,staphylococcus_kloosii,PG-2021_16,0,0.630293448849843,0.420566475625725,-2.28609909382817,0.0,Staphylococcus_kloosii:PG-2021_16,StaphStudy,staphylococcus_kloosii,staphylococcus_kloosii,original
123.0,staphylococcus_lentus,PG-2021_16,0,0.434773173457367,0.316843934585036,-1.10048426720596,0.0,Staphylococcus_lentus:PG-2021_16,StaphStudy,staphylococcus_lentus,staphylococcus_lentus,original
124.0,staphylococcus_lugdunensis,PG-2021_16,1,0.601419485363865,0.433282850502161,-2.94925388589468,0.0,Staphylococcus_lugdunensis:PG-2021_16,StaphStudy,staphylococcus_lugdunensis,staphylococcus_lugdunensis,original
125.0,staphylococcus_nepalensis,PG-2021_16,0,0.596480132659594,0.42294093552586,-2.31812529622959,0.0,Staphylococcus_nepalensis:PG-2021_16,StaphStudy,staphylococcus_nepalensis,staphylococcus_nepalensis,original
